uf_busca,cidade_busca,universidade_nome,campus_nome,nome,grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
PB,Joao Pessoa,Centro Universitário de João Pessoa - Unipê - UNIPÊ,CAMPUS UNIPÊ - Água Fria,Administração,Bacharelado,Matutino,529.00,5,4,,,609.94,607.20,,
PB,Joao Pessoa,Centro Universitário Internacional - Uninter - UNINTER,PAP JOÃO PESSOA 01 - Miramar,Administração,Bacharelado,Curso a Distância,298.00,1,,,,582.64,,,
PB,Joao Pessoa,Centro Universitário Internacional - Uninter - UNINTER,PAP JOÃO PESSOA 02 - Expedicionários,Administração,Bacharelado,Curso a Distância,298.00,,,1,,,,547.80,
PB,Joao Pessoa,Faculdade Devry João Pessoa - DVJP,CAMPUS SEDE - Miramar,Administração,Bacharelado,Noturno,864.67,,,,100,,,450.00,
PB,Joao Pessoa,Faculdade Devry João Pessoa - DVJP,CAMPUS SEDE - Miramar,Administração,Bacharelado,Matutino,864.67,,,,100,,,450.00,
PB,Joao Pessoa,Faculdade Dom Bosco - FDB,POLO JOÃO PESSOA - Centro,Administração,Bacharelado,Curso a Distância,1250.34,4,2,,,579.62,553.74,,
PB,Joao Pessoa,Faculdade Estácio da Paraíba - ESTÁCIO PARAÍBA,JOÃO PESSOA-IDEZ - Manaíra,Administração,Bacharelado,Noturno,598.57,2,2,,,585.52,571.90,,
PB,Joao Pessoa,Faculdade Estácio da Paraíba - ESTÁCIO PARAÍBA,JOÃO PESSOA-IDEZ - Manaíra,Administração,Bacharelado,Matutino,570.00,2,2,,,572.60,571.30,,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,FACULDADE INTERNACIONAL DA PARAÍBA - Tambiá,Administração,Bacharelado,Matutino,597.23,2,1,,,603.82,573.12,,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,FACULDADE INTERNACIONAL DA PARAÍBA - Tambiá,Administração,Bacharelado,Noturno,724.67,2,2,,,606.98,596.40,,
PB,Joao Pessoa,Faculdade Paraíbana - FAP,CAMPUS  - JOÃO PESSOA - MIRAMAR - Miramar,Administração,Bacharelado,Noturno,474.27,3,2,,,556.90,551.34,,
PB,Joao Pessoa,Faculdade Paraíbana - FAP,CAMPUS  - JOÃO PESSOA - MIRAMAR - Miramar,Administração,Bacharelado,Matutino,450.56,2,1,,,558.02,545.70,,
PB,Joao Pessoa,Faculdade Três Marias - FTM,JOAO PESSOA CENTRO - Miramar,Administração,Bacharelado,Noturno,711.31,2,2,,40,571.28,554.58,450.00,
PB,Joao Pessoa,Faculdade Uninabuco João Pessoa,UNIDADE SEDE - Tambiá,Administração,Bacharelado,Noturno,558.44,2,2,,,577.08,538.32,,
PB,Joao Pessoa,Faculdade Uninassau João Pessoa,FACULDADE MAURÍCIO DE NASSAU DE JOÃO PESSOA - Estados,Administração,Bacharelado,Noturno,744.59,1,,,,599.68,,,
PB,Joao Pessoa,Instituto de Educação Superior da Paraíba - IESP,CAMPUS  - JOÃO PESSOA - BESSA - BESSA,Administração,Bacharelado,Noturno,668.25,2,1,,,611.22,592.20,,
PB,Joao Pessoa,Instituto de Educação Superior da Paraíba - IESP,CAMPUS  - JOÃO PESSOA - BESSA - BESSA,Administração,Bacharelado,Matutino,520.20,2,1,,,579.40,581.56,,
PB,Joao Pessoa,Instituto Paraibano de Ensino Renovado - INPER,CAMPUS  - JOÃO PESSOA - JARDIM MARIZÓPOLIS - Jardim Marizópolis,Administração,Bacharelado,Matutino,450.56,2,1,,,548.66,553.46,,
PB,Joao Pessoa,Instituto Paraibano de Ensino Renovado - INPER,CAMPUS  - JOÃO PESSOA - JARDIM MARIZÓPOLIS - Jardim Marizópolis,Administração,Bacharelado,Noturno,199.00,16,12,,,562.78,551.30,,
PB,Joao Pessoa,Universidade Anhanguera - UNIDERP,JOAO PESSOA/PB (2008455) - Bancários,Administração,Bacharelado,Curso a Distância,269.00,2,1,,,577.86,557.82,,
PB,Joao Pessoa,Universidade Cruzeiro do Sul - UNICSUL,"COESP - JOÃO PESSOA, PARAÍBA - Centro",Administração,Bacharelado,Curso a Distância,289.97,1,,,,554.08,,,
PB,Joao Pessoa,Universidade Pitágoras Unopar,JOAO PESSOA/PB II (7624) - Mangabeira,Administração,Bacharelado,Curso a Distância,269.00,1,1,,,552.36,568.82,,
PB,Joao Pessoa,Universidade Pitágoras Unopar,JOAO PESSOA/PB III (1051685) - Tambauzinho,Administração,Bacharelado,Curso a Distância,269.00,3,2,,,567.60,542.48,,
PB,Joao Pessoa,Faculdade de Enfermagem Nova Esperança - FACENE,CAMPUS  - JOÃO PESSOA - Gramame,Agronomia,Bacharelado,Noturno,1158.96,2,18,,,564.34,573.46,,
PB,Joao Pessoa,Faculdade de Enfermagem Nova Esperança - FACENE,CAMPUS  - JOÃO PESSOA - Gramame,Agronomia,Bacharelado,Matutino,1158.96,2,18,,,555.40,568.30,,
PB,Joao Pessoa,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,JOÃO PESSOA - Tambauzinho,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,286.02,1,,,,566.18,,,
PB,Joao Pessoa,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD JOÃO PESSOA - BANCÁRIOS - PB - Tambaú,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,388.57,1,,,,595.18,,,
PB,Joao Pessoa,Centro Universitário Internacional - Uninter - UNINTER,PAP JOÃO PESSOA 01 - Miramar,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,531.08,
PB,Joao Pessoa,Centro Universitário Internacional - Uninter - UNINTER,PAP JOÃO PESSOA 02 - Expedicionários,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,504.82,
PB,Joao Pessoa,Faculdade Estácio da Paraíba - ESTÁCIO PARAÍBA,JOÃO PESSOA-IDEZ - Manaíra,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,570.00,3,2,,,609.52,587.24,,
PB,Joao Pessoa,Faculdade Uninassau João Pessoa,FACULDADE MAURÍCIO DE NASSAU DE JOÃO PESSOA - Estados,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,552.28,2,2,,,604.88,575.10,,
PB,Joao Pessoa,Universidade Cruzeiro do Sul - UNICSUL,"COESP - JOÃO PESSOA, PARAÍBA - Centro",Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,269.92,1,,,,636.36,,,
PB,Joao Pessoa,Universidade Paulista - UNIP,JOAO PESSOA II - Tambauzinho,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,289.00,1,,,,607.44,,,
PB,Joao Pessoa,Centro Universitário de João Pessoa - Unipê - UNIPÊ,CAMPUS UNIPÊ - Água Fria,Arquitetura e Urbanismo,Bacharelado,Noturno,834.15,4,2,,,655.50,623.12,,
PB,Joao Pessoa,Centro Universitário de João Pessoa - Unipê - UNIPÊ,CAMPUS UNIPÊ - Água Fria,Arquitetura e Urbanismo,Bacharelado,Vespertino,1185.00,2,1,,,657.24,635.72,,
PB,Joao Pessoa,Centro Universitário de João Pessoa - Unipê - UNIPÊ,CAMPUS UNIPÊ - Água Fria,Arquitetura e Urbanismo,Bacharelado,Matutino,1185.00,6,4,,,656.88,624.46,,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,UNIDADE SEDE - Tambiá,Arquitetura e Urbanismo,Bacharelado,Noturno,899.82,1,,,,609.02,,,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,UNIDADE SEDE - Tambiá,Arquitetura e Urbanismo,Bacharelado,Matutino,863.28,1,,,,619.92,,,
PB,Joao Pessoa,Instituto Paraibano de Ensino Renovado - INPER,CAMPUS  - JOÃO PESSOA - JARDIM MARIZÓPOLIS - Jardim Marizópolis,Arquitetura e Urbanismo,Bacharelado,Noturno,879.40,2,1,,,621.64,591.66,,
PB,Joao Pessoa,Instituto Paraibano de Ensino Renovado - INPER,CAMPUS  - JOÃO PESSOA - JARDIM MARIZÓPOLIS - Jardim Marizópolis,Arquitetura e Urbanismo,Bacharelado,Matutino,835.43,2,1,,,599.60,592.14,,
PB,Joao Pessoa,Centro Universitário Internacional - Uninter - UNINTER,PAP JOÃO PESSOA 02 - Expedicionários,Artes VIsuais,Licenciatura,Curso a Distância,237.00,,,1,,,,565.72,
PB,Joao Pessoa,Universidade Cruzeiro do Sul - UNICSUL,"COESP - JOÃO PESSOA, PARAÍBA - Centro",Artes VIsuais,Licenciatura,Curso a Distância,256.86,,,1,,,,544.70,
PB,Joao Pessoa,Universidade Paulista - UNIP,JOAO PESSOA II - Tambauzinho,Artes VIsuais,Licenciatura,Curso a Distância,289.00,1,,,,568.52,,,
PB,Joao Pessoa,Universidade Cruzeiro do Sul - UNICSUL,"COESP - JOÃO PESSOA, PARAÍBA - Centro",Banco de Dados,Tecnológico,Curso a Distância,256.86,,,1,,,,566.78,
PB,Joao Pessoa,Faculdade de João Pessoa (Santa Emília do Rodat),UNIDADE SEDE - Tambiá,Biomedicina,Bacharelado,Noturno,952.20,4,2,,12,606.06,610.24,548.70,
PB,Joao Pessoa,Faculdade Devry João Pessoa - DVJP,CAMPUS SEDE - Miramar,Biomedicina,Bacharelado,Noturno,807.00,1,,,40,516.18,,491.58,
PB,Joao Pessoa,Faculdade Devry João Pessoa - DVJP,CAMPUS SEDE - Miramar,Biomedicina,Bacharelado,Matutino,807.00,1,,,40,610.18,,497.06,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,UNIDADE SEDE - Tambiá,Biomedicina,Bacharelado,Noturno,761.34,2,2,,,628.24,627.56,,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,UNIDADE SEDE - Tambiá,Biomedicina,Bacharelado,Matutino,761.34,3,2,,,615.16,611.90,,
PB,Joao Pessoa,Faculdade Uninassau João Pessoa,FACULDADE MAURÍCIO DE NASSAU DE JOÃO PESSOA - Estados,Biomedicina,Bacharelado,Matutino,808.86,2,1,,,652.02,611.56,,
PB,Joao Pessoa,Centro Universitário de João Pessoa - Unipê - UNIPÊ,CAMPUS UNIPÊ - Água Fria,Ciência da Computação,Bacharelado,Noturno,742.80,4,2,,,640.54,632.28,,
PB,Joao Pessoa,Instituto Paraibano de Ensino Renovado - INPER,CAMPUS  - JOÃO PESSOA - JARDIM MARIZÓPOLIS - Jardim Marizópolis,Ciência da Computação,Bacharelado,Noturno,647.52,2,1,,,604.14,592.42,,
PB,Joao Pessoa,Centro Universitário Internacional - Uninter - UNINTER,PAP JOÃO PESSOA 02 - Expedicionários,Ciência Política,Bacharelado,Curso a Distância,274.00,,,1,,,,513.00,
PB,Joao Pessoa,Universidade Cruzeiro do Sul - UNICSUL,"COESP - JOÃO PESSOA, PARAÍBA - Centro",Ciências Biológicas,Licenciatura,Curso a Distância,256.86,,,1,,,,636.88,
PB,Joao Pessoa,Centro Universitário de João Pessoa - Unipê - UNIPÊ,CAMPUS UNIPÊ - Água Fria,Ciências Contábeis,Bacharelado,Matutino,529.00,3,2,,,626.46,595.22,,
PB,Joao Pessoa,Centro Universitário de João Pessoa - Unipê - UNIPÊ,CAMPUS UNIPÊ - Água Fria,Ciências Contábeis,Bacharelado,Noturno,670.20,3,2,,,617.46,618.14,,
PB,Joao Pessoa,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD JOÃO PESSOA - BANCÁRIOS - PB - Tambaú,Ciências Contábeis,Bacharelado,Curso a Distância,417.14,1,1,,,584.96,450.00,,
PB,Joao Pessoa,Centro Universitário Internacional - Uninter - UNINTER,PAP JOÃO PESSOA 01 - Miramar,Ciências Contábeis,Bacharelado,Curso a Distância,298.00,1,,,,546.26,,,
PB,Joao Pessoa,Centro Universitário Internacional - Uninter - UNINTER,PAP JOÃO PESSOA 02 - Expedicionários,Ciências Contábeis,Bacharelado,Curso a Distância,298.00,1,,,,560.28,,,
PB,Joao Pessoa,Faculdade Devry João Pessoa - DVJP,CAMPUS SEDE - Miramar,Ciências Contábeis,Bacharelado,Matutino,864.67,,,,100,,,450.00,
PB,Joao Pessoa,Faculdade Devry João Pessoa - DVJP,CAMPUS SEDE - Miramar,Ciências Contábeis,Bacharelado,Noturno,864.67,,,,100,,,450.00,
PB,Joao Pessoa,Faculdade Estácio da Paraíba - ESTÁCIO PARAÍBA,JOÃO PESSOA-IDEZ - Manaíra,Ciências Contábeis,Bacharelado,Noturno,627.14,3,2,,,594.88,565.72,,
PB,Joao Pessoa,Faculdade Paraíbana - FAP,CAMPUS  - JOÃO PESSOA - MIRAMAR - Miramar,Ciências Contábeis,Bacharelado,Matutino,450.56,2,1,,,563.32,560.14,,
PB,Joao Pessoa,Faculdade Paraíbana - FAP,CAMPUS  - JOÃO PESSOA - MIRAMAR - Miramar,Ciências Contábeis,Bacharelado,Noturno,474.27,2,1,,,567.86,548.96,,
PB,Joao Pessoa,Faculdade Três Marias - FTM,JOAO PESSOA CENTRO - Miramar,Ciências Contábeis,Bacharelado,Noturno,711.31,2,2,,40,591.72,450.00,450.00,
PB,Joao Pessoa,Faculdade Uninassau João Pessoa,FACULDADE MAURÍCIO DE NASSAU DE JOÃO PESSOA - Estados,Ciências Contábeis,Bacharelado,Noturno,737.71,1,,,,618.00,,,
PB,Joao Pessoa,Instituto de Educação Superior da Paraíba - IESP,CAMPUS  - JOÃO PESSOA - BESSA - BESSA,Ciências Contábeis,Bacharelado,Noturno,701.66,2,1,,,622.60,594.42,,
PB,Joao Pessoa,Instituto Paraibano de Ensino Renovado - INPER,CAMPUS  - JOÃO PESSOA - JARDIM MARIZÓPOLIS - Jardim Marizópolis,Ciências Contábeis,Bacharelado,Matutino,450.56,2,1,,,550.30,542.92,,
PB,Joao Pessoa,Instituto Paraibano de Ensino Renovado - INPER,CAMPUS  - JOÃO PESSOA - JARDIM MARIZÓPOLIS - Jardim Marizópolis,Ciências Contábeis,Bacharelado,Noturno,474.27,2,1,,,546.90,566.74,,
PB,Joao Pessoa,Universidade Cruzeiro do Sul - UNICSUL,"COESP - JOÃO PESSOA, PARAÍBA - Centro",Ciências Contábeis,Bacharelado,Curso a Distância,289.97,1,,,,535.56,,,
PB,Joao Pessoa,Universidade Paulista - UNIP,JOAO PESSOA II - Tambauzinho,Ciências Contábeis,Bacharelado,Curso a Distância,289.00,1,,,,529.10,,,
PB,Joao Pessoa,Universidade Paulista - UNIP,JOAO PESSOA I - Tambiá,Ciências Contábeis,Bacharelado,Curso a Distância,169.00,10,7,,,572.68,549.92,,
PB,Joao Pessoa,Universidade Pitágoras Unopar,JOAO PESSOA/PB II (7624) - Mangabeira,Ciências Contábeis,Bacharelado,Curso a Distância,269.00,2,2,,,581.44,585.62,,
PB,Joao Pessoa,Faculdade Devry João Pessoa - DVJP,CAMPUS SEDE - Miramar,Ciências da Computação,Bacharelado,Matutino,581.34,1,,,39,659.78,,450.00,
PB,Joao Pessoa,Faculdade Devry João Pessoa - DVJP,CAMPUS SEDE - Miramar,Ciências da Computação,Bacharelado,Noturno,581.34,1,,,39,593.60,,488.02,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,UNIDADE SEDE - Tambiá,Ciências da Computação,Bacharelado,Matutino,705.86,2,2,,,623.38,601.12,,
PB,Joao Pessoa,Universidade Cruzeiro do Sul - UNICSUL,"COESP - JOÃO PESSOA, PARAÍBA - Centro",Ciências Econômicas,Bacharelado,Curso a Distância,289.97,,,1,,,,592.44,
PB,Joao Pessoa,Universidade Cruzeiro do Sul - UNICSUL,"COESP - JOÃO PESSOA, PARAÍBA - Centro",Ciências Sociais,Licenciatura,Curso a Distância,235.93,,,1,,,,572.78,
PB,Joao Pessoa,Centro Universitário Internacional - Uninter - UNINTER,PAP JOÃO PESSOA 01 - Miramar,Comércio Exterior,Tecnológico,Curso a Distância,270.00,,,1,,,,498.36,
PB,Joao Pessoa,Universidade Cruzeiro do Sul - UNICSUL,"COESP - JOÃO PESSOA, PARAÍBA - Centro",Comércio Exterior,Tecnológico,Curso a Distância,256.86,,,1,,,,450.00,
PB,Joao Pessoa,Instituto Paraibano de Ensino Renovado - INPER,CAMPUS  - JOÃO PESSOA - JARDIM MARIZÓPOLIS - Jardim Marizópolis,Comunicação Social,Bacharelado,Matutino,560.89,2,1,,,570.02,563.80,,
PB,Joao Pessoa,Instituto Paraibano de Ensino Renovado - INPER,CAMPUS  - JOÃO PESSOA - JARDIM MARIZÓPOLIS - Jardim Marizópolis,Comunicação Social,Bacharelado,Noturno,627.49,2,1,,,583.06,550.12,,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,UNIDADE SEDE - Tambiá,Comunicação Social - Publicidade e Propaganda,Bacharelado,Noturno,613.74,2,1,,,601.96,600.82,,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,UNIDADE SEDE - Tambiá,Comunicação Social - Publicidade e Propaganda,Bacharelado,Matutino,571.06,2,1,,,615.50,590.50,,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,UNIDADE SEDE - Tambiá,Construção de Edifícios,Tecnológico,Noturno,478.08,1,,,,612.56,,,
PB,Joao Pessoa,Centro Universitário de João Pessoa - Unipê - UNIPÊ,CAMPUS UNIPÊ - Água Fria,Design de Interiores,Tecnológico,Noturno,468.51,3,2,,,608.70,617.46,,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,UNIDADE SEDE - Tambiá,Design de Interiores,Tecnológico,Matutino,515.69,2,1,,,567.62,574.16,,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,UNIDADE SEDE - Tambiá,Design de Interiores,Tecnológico,Noturno,510.63,2,1,,,583.48,573.00,,
PB,Joao Pessoa,Centro Universitário de João Pessoa - Unipê - UNIPÊ,CAMPUS UNIPÊ - Água Fria,Design de Moda,Tecnológico,Noturno,663.00,2,1,,,625.60,601.84,,
PB,Joao Pessoa,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,JOÃO PESSOA - Tambauzinho,Design de Moda,Tecnológico,Curso a Distância,506.93,1,,,,573.36,,,
PB,Joao Pessoa,Faculdade Estácio da Paraíba - ESTÁCIO PARAÍBA,JOÃO PESSOA-IDEZ - Manaíra,Design Gráfico,Tecnológico,Noturno,684.29,1,,,,573.88,,,
PB,Joao Pessoa,Faculdade Estácio da Paraíba - ESTÁCIO PARAÍBA,JOÃO PESSOA-IDEZ - Manaíra,Design Gráfico,Tecnológico,Matutino,627.14,3,2,,,618.18,578.14,,
PB,Joao Pessoa,Centro Universitário de João Pessoa - Unipê - UNIPÊ,CAMPUS UNIPÊ - Água Fria,Direito,Bacharelado,Matutino,1117.00,9,6,,,648.68,639.48,,
PB,Joao Pessoa,Centro Universitário de João Pessoa - Unipê - UNIPÊ,CAMPUS UNIPÊ - Água Fria,Direito,Bacharelado,Noturno,1117.00,9,6,,,655.98,646.08,,
PB,Joao Pessoa,Faculdade de Ensino Superior da Paraíba - FESP,CAMPUS  - JOÃO PESSOA - MANAÍRA - Manaíra,Direito,Bacharelado,Noturno,900.00,0,6,,4,624.04,,598.92,
PB,Joao Pessoa,Faculdade Devry João Pessoa - DVJP,CAMPUS SEDE - Miramar,Direito,Bacharelado,Matutino,1042.18,,,,55,,,524.02,
PB,Joao Pessoa,Faculdade Devry João Pessoa - DVJP,CAMPUS SEDE - Miramar,Direito,Bacharelado,Noturno,1042.18,,,,55,,,526.80,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,FACULDADE INTERNACIONAL DA PARAÍBA - Tambiá,Direito,Bacharelado,Matutino,931.59,2,2,,,627.36,617.02,,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,FACULDADE INTERNACIONAL DA PARAÍBA - Tambiá,Direito,Bacharelado,Noturno,1006.59,5,3,,,616.78,630.30,,
PB,Joao Pessoa,Faculdade Paraíbana - FAP,CAMPUS  - JOÃO PESSOA - MIRAMAR - Miramar,Direito,Bacharelado,Matutino,833.61,2,1,,,608.24,605.04,,
PB,Joao Pessoa,Faculdade Paraíbana - FAP,CAMPUS  - JOÃO PESSOA - MIRAMAR - Miramar,Direito,Bacharelado,Noturno,877.49,2,1,,,611.64,585.74,,
PB,Joao Pessoa,Faculdade Uninassau João Pessoa,FACULDADE MAURÍCIO DE NASSAU DE JOÃO PESSOA - Estados,Direito,Bacharelado,Noturno,956.29,2,2,,,645.62,617.52,,
PB,Joao Pessoa,Faculdade Uninassau João Pessoa,FACULDADE MAURÍCIO DE NASSAU DE JOÃO PESSOA - Estados,Direito,Bacharelado,Matutino,956.29,4,3,,,639.08,618.54,,
PB,Joao Pessoa,Instituto de Educação Superior da Paraíba - IESP,CAMPUS  - JOÃO PESSOA - BESSA - BESSA,Direito,Bacharelado,Matutino,882.09,2,2,,,627.54,618.48,,
PB,Joao Pessoa,Instituto de Educação Superior da Paraíba - IESP,CAMPUS  - JOÃO PESSOA - BESSA - BESSA,Direito,Bacharelado,Noturno,882.09,8,5,,,627.06,617.86,,
PB,Joao Pessoa,Instituto Paraibano de Ensino Renovado - INPER,CAMPUS  - JOÃO PESSOA - JARDIM MARIZÓPOLIS - Jardim Marizópolis,Direito,Bacharelado,Matutino,833.61,2,1,,,605.34,599.42,,
PB,Joao Pessoa,Instituto Paraibano de Ensino Renovado - INPER,CAMPUS  - JOÃO PESSOA - JARDIM MARIZÓPOLIS - Jardim Marizópolis,Direito,Bacharelado,Noturno,877.49,2,1,,,619.12,609.30,,
PB,Joao Pessoa,Centro Universitário de João Pessoa - Unipê - UNIPÊ,CAMPUS UNIPÊ - Água Fria,Educação Física,Bacharelado,Noturno,1005.30,3,2,,,620.12,603.42,,
PB,Joao Pessoa,Centro Universitário de João Pessoa - Unipê - UNIPÊ,CAMPUS UNIPÊ - Água Fria,Educação Física,Bacharelado,Matutino,936.00,5,4,,,619.08,602.52,,
PB,Joao Pessoa,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,JOÃO PESSOA - Tambauzinho,Educação Física,Licenciatura,Curso a Distância,286.02,1,,,,545.52,,,
PB,Joao Pessoa,Faculdade de Enfermagem Nova Esperança - FACENE,CAMPUS  - JOÃO PESSOA - Gramame,Educação Física,Bacharelado,Matutino,941.46,4,16,,,570.32,571.74,,
PB,Joao Pessoa,Faculdade de Enfermagem Nova Esperança - FACENE,CAMPUS  - JOÃO PESSOA - Gramame,Educação Física,Bacharelado,Noturno,941.46,4,16,,,565.82,568.82,,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,UNIDADE SEDE - Tambiá,Educação Física,Bacharelado,Noturno,882.13,3,2,,,606.00,599.02,,
PB,Joao Pessoa,Faculdade Internacional da Paraíba - FPB,UNIDADE SEDE - Tambiá,Educação Física,Bacharelado,Matutino,792.50,4,2,,,576.82,575.94,,
PB,Joao Pessoa,Faculdade Três Marias - FTM,JOAO PESSOA CENTRO - Miramar,Educação Física,Bacharelado,Noturno,872.33,2,2,,30,570.72,554.40,511.52,
PB,Joao Pessoa,Faculdade Uninassau João Pessoa,FACULDADE MAURÍCIO DE NASSAU DE JOÃO PESSOA - Estados,Educação Física,Bacharelado,Matutino,839.79,1,1,,,608.36,579.84,,
